Time (s),D Feed Flow (stream 2),E Feed Flow (stream 3),A Feed Flow (stream 1),A and C Feed Flow (stream 4),Compressor Recycle Valve,Purge Valve (stream 9),Separator Pot Liquid Flow (stream 10),Stripper Liquid Product Flow (stream 11),Stripper Steam Valve,Reactor Cooling Water Flow,Condenser Cooling Water Flow,Agitator Speed,A Feed (stream 1),D Feed (stream 2),E Feed (stream 3),A and C Feed (stream 4),Recycle Flow (stream 8),Reactor Feed Rate (stream 6),Reactor Pressure,Reactor Level,Reactor Temperature,Purge Rate (stream 9),Product Sep Temp,Product Sep Level,Prod Sep Pressure,Prod Sep Underflow (stream 10),Stripper Level,Stripper Pressure,Stripper Underflow (stream 11),Stripper Temperature,Stripper Steam Flow,Compressor Work,Reactor Cooling Water Outlet Temp,Separator Cooling Water Outlet Temp,Reactor Feed Component A,Reactor Feed Component B,Reactor Feed Component C,Reactor Feed Component D,Reactor Feed Component E,Reactor Feed Component F,Purge Gas Component A,Purge Gas Component B,Purge Gas Component C,Purge Gas Component D,Purge Gas Component E,Purge Gas Component F,Purge Gas Component G,Purge Gas Component H,Product Component D,Product Component E,Product Component F,Product Component G,Product Component H
10080,63.103,54.462,24.086,61.976,22.551,40.172,38.363,45.653,48.282,41.268,19.589,50.0,0.24216,3709.8,4450.9,9.2488,26.855,42.425,2706.9,74.27,120.4,0.34465,80.11,50.089,2636.0,24.584,49.62,3101.4,22.331,65.859,236.52,342.07,94.583,77.273,32.305,8.8165,26.831,6.7835,18.477,1.651,33.032,13.756,24.389,1.1796,18.594,2.2219,4.8476,2.2721,0.0028879,0.83458,0.094482,53.517,44.045
10260,64.149,54.048,23.402,60.015,22.161,39.794,37.283,44.485,48.566,41.682,19.29,50.0,0.23836,3679.1,4554.3,9.3605,26.934,42.369,2704.8,74.717,120.39,0.32838,80.076,49.722,2633.6,25.538,49.114,3102.6,22.46,65.869,232.03,341.52,94.418,77.188,32.401,8.86,26.582,7.0468,18.731,1.628,32.924,13.754,24.313,1.3307,18.517,2.2464,4.8659,2.3006,0.0028879,0.83458,0.094482,53.517,44.045
10440,63.641,54.488,23.263,61.344,22.593,39.276,40.051,45.695,48.198,40.935,16.322,50.0,0.23977,3708.6,4517.5,9.3435,27.166,42.255,2704.1,76.184,120.4,0.33263,80.074,50.663,2633.5,25.76,49.637,3101.3,23.707,65.892,234.9,341.23,94.501,77.329,32.401,8.86,26.582,7.0468,18.731,1.628,32.924,13.754,24.313,1.3307,18.517,2.2464,4.8659,2.3006,0.0028879,0.83458,0.094482,53.517,44.045
10620,62.262,53.91,22.377,60.513,22.315,39.633,39.161,44.544,48.312,41.184,18.206,50.0,0.2268,3652.7,4516.2,9.4097,26.881,42.144,2704.1,75.534,120.4,0.3283,80.23,50.361,2632.6,26.208,49.14,3100.7,22.9,65.916,232.32,341.09,94.561,77.535,32.549,8.8112,26.502,6.9006,18.41,1.6474,32.616,13.978,24.093,1.3018,18.42,2.2444,4.9142,2.1765,0.0028879,0.83458,0.094482,53.517,44.045
10800,62.743,53.497,22.134,60.069,22.046,39.243,35.893,44.256,48.282,39.881,18.815,50.0,0.22927,3624.8,4550.7,9.2963,27.093,42.514,2703.2,74.955,120.37,0.3315,80.174,49.25,2632.1,25.087,49.016,3101.4,22.65,65.925,231.31,340.76,94.766,77.3,32.549,8.8112,26.502,6.9006,18.41,1.6474,32.616,13.978,24.093,1.3018,18.42,2.2444,4.9142,2.1765,0.0028879,0.83458,0.094482,53.517,44.045
10980,62.667,54.775,20.563,61.154,22.086,42.64,36.33,47.163,48.304,40.663,17.262,50.0,0.21062,3698.7,4512.7,9.2443,26.74,42.291,2702.7,75.664,120.37,0.35336,80.137,49.399,2631.4,25.06,50.272,3099.6,23.304,65.928,232.44,340.8,94.68,77.33,31.784,8.9317,26.415,7.1181,18.637,1.6547,32.915,13.851,23.904,1.2658,18.798,2.2477,4.8291,2.2161,0.0063784,0.81773,0.087426,53.634,44.283
11160,63.781,54.682,20.713,59.244,21.685,42.596,34.872,48.369,48.153,40.819,20.813,50.0,0.2091,3634.0,4520.4,9.3935,26.859,42.296,2701.0,74.829,120.36,0.35372,80.011,48.903,2628.5,25.934,50.793,3099.5,21.821,65.9,234.01,340.12,94.752,77.062,31.784,8.9317,26.415,7.1181,18.637,1.6547,32.915,13.851,23.904,1.2658,18.798,2.2477,4.8291,2.2161,0.0063784,0.81773,0.087426,53.634,44.283
11340,62.418,53.638,28.088,61.013,21.908,40.8,40.121,45.095,48.301,41.174,18.234,50.0,0.28241,3595.3,4564.6,9.4674,26.835,42.189,2700.9,74.628,120.38,0.34179,79.965,50.687,2629.0,25.504,49.378,3100.0,22.918,65.824,232.26,339.97,94.773,77.069,32.264,8.8387,26.462,6.7485,18.339,1.6617,32.978,13.869,23.956,1.3853,18.569,2.2521,4.8375,2.3625,0.0063784,0.81773,0.087426,53.634,44.283
11520,61.831,54.17,27.645,60.931,21.963,40.697,36.632,49.537,48.111,40.379,18.666,50.0,0.28691,3629.4,4520.2,9.4039,26.738,42.767,2702.6,74.326,120.37,0.34263,79.878,49.501,2630.8,26.626,51.298,3100.1,22.741,65.773,234.33,340.76,94.852,77.171,32.264,8.8387,26.462,6.7485,18.339,1.6617,32.978,13.869,23.956,1.3853,18.569,2.2521,4.8375,2.3625,0.0063784,0.81773,0.087426,53.634,44.283
11700,63.907,54.572,23.552,61.364,22.22,41.077,40.863,42.716,48.047,40.725,16.524,50.0,0.23909,3694.3,4551.7,9.3731,27.118,42.433,2705.6,74.859,120.41,0.34396,80.111,50.939,2633.4,27.593,48.35,3103.5,23.624,65.774,234.99,340.37,94.731,77.668,32.326,8.9828,26.058,7.0726,19.143,1.6601,32.667,13.803,24.459,1.1297,18.322,2.2377,4.8966,2.2668,0.0063784,0.81773,0.087426,53.634,44.283
11880,63.266,54.396,23.497,60.893,22.124,41.403,34.428,47.124,47.796,41.209,17.928,50.0,0.23965,3731.6,4566.5,9.4354,27.012,42.333,2709.1,75.473,120.42,0.34128,80.548,48.752,2638.2,23.061,50.255,3107.4,23.012,65.838,232.62,339.86,94.375,77.816,32.326,8.9828,26.058,7.0726,19.143,1.6601,32.667,13.803,24.459,1.1297,18.322,2.2377,4.8966,2.2668,0.028694,0.83477,0.079491,52.741,43.405
12060,62.464,53.299,22.945,61.004,21.879,40.362,43.821,46.158,47.561,41.284,16.708,50.0,0.231,3611.4,4493.8,9.2707,26.91,42.389,2706.4,75.167,120.41,0.33538,80.542,51.944,2636.1,24.856,49.838,3105.8,23.524,65.967,232.88,339.68,94.673,77.501,32.405,8.9708,26.251,6.7505,19.158,1.6096,32.738,13.805,24.054,1.3358,18.956,2.2701,4.8139,2.2301,0.028694,0.83477,0.079491,52.741,43.405
12240,62.605,53.801,23.112,61.798,22.107,40.214,38.872,46.823,47.602,39.624,21.459,50.0,0.22931,3603.3,4451.9,9.3641,26.708,42.33,2704.4,75.565,120.37,0.33659,80.386,50.262,2633.6,24.905,50.125,3102.5,21.528,65.989,230.05,339.7,94.671,77.188,32.405,8.9708,26.251,6.7505,19.158,1.6096,32.738,13.805,24.054,1.3358,18.956,2.2701,4.8139,2.2301,0.028694,0.83477,0.079491,52.741,43.405
12420,64.116,53.294,21.918,61.199,21.517,40.023,42.389,47.544,47.572,41.603,19.005,50.0,0.22259,3678.0,4485.8,9.2172,26.881,42.559,2701.8,74.882,120.41,0.33844,80.063,51.457,2629.2,25.199,50.436,3101.5,22.578,65.894,228.07,340.03,94.759,76.974,32.075,8.8681,26.381,6.8551,19.202,1.6456,32.497,13.718,24.096,1.3398,18.001,2.3111,4.8773,2.3061,0.028694,0.83477,0.079491,52.741,43.405
12600,63.358,52.682,22.126,60.987,22.049,39.919,40.51,48.575,47.189,41.887,18.983,50.0,0.22048,3722.1,4537.0,9.3172,27.031,42.577,2701.1,75.242,120.44,0.33929,80.084,50.819,2629.3,27.263,50.882,3099.5,22.581,65.787,230.13,339.72,94.526,77.336,32.075,8.8681,26.381,6.8551,19.202,1.6456,32.497,13.718,24.096,1.3398,18.001,2.3111,4.8773,2.3061,0.028694,0.83477,0.079491,52.741,43.405
12780,63.708,53.421,24.828,61.37,21.9,39.472,37.308,48.723,47.54,41.57,17.41,50.0,0.25564,3652.7,4460.6,9.3528,26.916,42.197,2701.5,74.58,120.42,0.32297,80.203,49.731,2629.8,25.574,50.946,3101.0,23.237,65.771,228.63,339.65,94.653,77.466,32.069,8.8523,26.417,6.8486,18.18,1.6253,32.778,13.728,23.669,1.3569,18.646,2.2409,4.9697,2.2663,0.034922,0.84379,0.10213,53.825,44.23
12960,63.744,53.806,24.951,60.538,21.777,39.231,43.559,46.544,47.481,40.675,16.866,50.0,0.2544,3650.6,4428.5,9.4566,27.064,42.458,2700.9,74.558,120.39,0.32495,80.182,51.855,2629.2,26.257,50.004,3100.0,23.478,65.793,229.08,339.67,94.424,77.08,32.069,8.8523,26.417,6.8486,18.18,1.6253,32.778,13.728,23.669,1.3569,18.646,2.2409,4.9697,2.2663,0.034922,0.84379,0.10213,53.825,44.23
13140,63.449,54.369,25.337,61.419,21.452,39.297,37.677,50.803,47.454,41.401,18.309,50.0,0.25407,3672.8,4592.2,9.2975,26.837,42.269,2700.8,75.213,120.4,0.32552,80.121,49.856,2628.3,24.755,51.844,3100.6,22.874,65.758,229.16,339.53,94.737,77.081,31.308,8.8964,26.622,6.9841,18.19,1.6234,31.943,13.721,24.286,1.2203,19.021,2.273,4.7891,2.3709,0.034922,0.84379,0.10213,53.825,44.23
13320,63.75,55.192,25.305,61.862,21.553,38.928,41.234,40.654,47.472,41.271,20.303,50.0,0.2544,3655.3,4523.4,9.4563,26.584,42.262,2702.0,74.291,120.4,0.32855,80.146,51.065,2629.9,24.627,47.459,3101.7,22.029,65.721,228.78,339.47,94.469,77.334,31.308,8.8964,26.622,6.9841,18.19,1.6234,31.943,13.721,24.286,1.2203,19.021,2.273,4.7891,2.3709,0.034922,0.84379,0.10213,53.825,44.23
13500,62.393,54.48,33.041,62.794,21.671,38.885,42.257,46.315,47.345,40.267,16.157,50.0,0.33337,3663.2,4588.9,9.3365,26.99,42.376,2704.0,76.069,120.4,0.32611,80.129,51.413,2631.7,24.815,49.905,3103.7,23.786,65.723,230.01,339.82,94.693,77.156,31.892,8.8305,26.453,6.7337,18.811,1.6752,32.223,13.936,23.826,1.2291,18.976,2.3084,4.8122,2.3504,0.034922,0.84379,0.10213,53.825,44.23
13680,62.706,55.048,33.058,60.18,21.83,38.943,36.979,48.413,47.625,40.447,18.009,50.0,0.3332,3645.0,4541.5,9.4228,26.841,42.144,2706.2,75.367,120.41,0.32564,80.157,49.619,2634.6,24.134,50.812,3105.0,23.0,65.725,229.34,340.33,94.575,77.427,31.892,8.8305,26.453,6.7337,18.811,1.6752,32.223,13.936,23.826,1.2291,18.976,2.3084,4.8122,2.3504,0.021683,0.83445,0.11013,53.854,43.633
13860,63.787,53.837,28.115,59.885,21.945,41.565,40.107,43.813,47.526,41.382,20.38,50.0,0.2828,3711.1,4519.4,9.2712,26.6,41.946,2708.6,75.812,120.42,0.3513,80.446,50.682,2637.6,24.679,48.824,3106.7,21.983,65.761,231.37,340.24,94.442,77.726,32.293,8.9388,26.16,7.0898,18.226,1.6356,33.072,13.896,24.253,1.4439,18.52,2.2144,4.7722,2.2141,0.021683,0.83445,0.11013,53.854,43.633
14040,63.811,54.017,27.969,61.974,21.863,41.743,39.689,43.724,47.618,41.518,18.389,50.0,0.28428,3709.7,4504.3,9.2149,26.822,42.78,2706.4,74.969,120.42,0.34985,80.375,50.54,2634.8,25.091,48.786,3106.1,22.824,65.844,231.24,339.9,94.367,77.471,32.293,8.9388,26.16,7.0898,18.226,1.6356,33.072,13.896,24.253,1.4439,18.52,2.2144,4.7722,2.2141,0.021683,0.83445,0.11013,53.854,43.633
14220,62.209,54.549,24.361,62.312,22.01,40.907,36.48,44.653,47.672,40.726,19.961,50.0,0.24525,3619.6,4583.5,9.2645,26.968,42.203,2705.6,74.932,120.39,0.34923,80.41,49.449,2633.5,25.225,49.187,3104.0,22.149,65.885,231.51,339.85,94.589,77.64,32.197,8.8688,26.436,7.0686,18.732,1.5676,32.957,13.828,23.919,1.0219,18.696,2.2964,4.8395,2.2526,0.021683,0.83445,0.11013,53.854,43.633
14400,62.596,54.723,24.044,61.727,21.495,41.369,32.607,42.313,47.881,41.123,19.981,50.0,0.24847,3597.1,4569.0,9.361,26.937,42.369,2700.6,75.078,120.38,0.34545,80.109,48.133,2628.3,26.93,48.176,3101.5,22.169,65.855,230.06,339.81,94.701,76.897,32.197,8.8688,26.436,7.0686,18.732,1.5676,32.957,13.828,23.919,1.0219,18.696,2.2964,4.8395,2.2526,0.021683,0.83445,0.11013,53.854,43.633
14580,62.012,54.294,25.167,61.182,21.737,40.361,38.563,44.468,47.643,40.777,17.437,50.0,0.25454,3631.1,4505.2,9.2959,27.186,42.014,2699.1,75.411,120.36,0.3391,79.873,50.157,2627.4,25.839,49.107,3098.9,23.249,65.785,231.09,340.33,94.865,77.136,32.279,8.987,26.023,6.9228,18.516,1.662,32.892,13.817,23.82,1.3176,18.589,2.2724,4.8495,2.2525,0.018199,0.84017,0.1065,54.195,42.692
14760,62.003,54.478,25.096,60.175,21.991,40.398,37.46,44.226,47.631,41.445,19.247,50.0,0.25526,3631.6,4489.9,9.3289,26.63,41.981,2701.6,74.993,120.39,0.3388,80.02,49.783,2630.1,25.181,49.003,3098.8,22.482,65.708,231.08,340.77,94.872,77.358,32.279,8.987,26.023,6.9228,18.516,1.662,32.892,13.817,23.82,1.3176,18.589,2.2724,4.8495,2.2525,0.018199,0.84017,0.1065,54.195,42.692
14940,63.226,54.699,24.112,63.967,22.068,40.516,39.213,45.481,47.708,40.752,18.74,50.0,0.24827,3628.6,4517.6,9.1545,26.541,42.052,2703.9,75.447,120.39,0.33558,80.185,50.378,2633.4,25.817,49.545,3100.5,22.693,65.724,230.05,340.25,94.675,77.334,32.559,8.8786,26.334,6.8683,18.922,1.6582,32.812,13.788,23.492,1.0441,18.849,2.2478,4.8082,2.3474,0.018199,0.84017,0.1065,54.195,42.692
15120,62.66,54.57,24.193,59.456,21.595,40.328,37.467,45.62,47.595,40.77,19.573,50.0,0.24744,3661.5,4528.4,9.3711,26.617,42.054,2703.5,74.955,120.41,0.33713,80.198,49.785,2631.6,26.161,49.605,3102.1,22.345,65.751,231.1,340.01,94.744,77.296,32.559,8.8786,26.334,6.8683,18.922,1.6582,32.812,13.788,23.492,1.0441,18.849,2.2478,4.8082,2.3474,0.018199,0.84017,0.1065,54.195,42.692
15300,62.756,54.193,21.507,60.416,22.179,40.153,33.123,46.024,47.628,41.19,16.911,50.0,0.2158,3683.0,4477.7,9.2925,27.094,42.53,2703.3,75.215,120.43,0.33186,80.324,48.309,2632.6,25.437,49.779,3100.5,23.462,65.775,230.53,340.17,94.584,77.249,32.26,8.9559,26.01,6.7492,18.586,1.6991,33.0,13.726,23.972,1.2681,19.393,2.2157,4.845,2.2625,0.018199,0.84017,0.1065,54.195,42.692
15480,62.991,53.444,21.407,59.927,21.753,40.048,41.603,48.4,47.793,41.246,17.928,50.0,0.21681,3669.3,4540.2,9.2588,26.749,42.093,2701.4,75.311,120.39,0.33273,80.39,51.19,2630.5,24.766,50.806,3100.8,23.018,65.842,230.11,339.86,94.607,77.525,32.26,8.9559,26.01,6.7492,18.586,1.6991,33.0,13.726,23.972,1.2681,19.393,2.2157,4.845,2.2625,0.010465,0.85896,0.10508,53.551,44.214
15660,63.891,54.026,24.361,61.762,21.357,38.834,40.934,46.835,47.931,41.321,19.953,50.0,0.24013,3681.7,4560.7,9.2702,26.945,42.862,2700.6,75.286,120.43,0.32827,80.398,50.963,2628.3,25.635,50.13,3101.6,22.172,65.893,229.02,338.88,94.552,77.201,32.166,8.7811,26.12,6.8537,18.844,1.6653,32.553,13.786,23.535,1.2041,18.145,2.2406,4.926,2.3045,0.010465,0.85896,0.10508,53.551,44.214
15840,64.082,54.269,24.017,59.479,21.146,39.019,37.952,49.396,47.862,40.533,18.298,50.0,0.24362,3670.6,4540.4,9.308,26.582,42.241,2695.9,75.386,120.39,0.32675,80.102,49.95,2624.5,24.507,51.237,3097.0,22.887,65.879,230.28,339.1,94.494,76.823,32.166,8.7811,26.12,6.8537,18.844,1.6653,32.553,13.786,23.535,1.2041,18.145,2.2406,4.926,2.3045,0.010465,0.85896,0.10508,53.551,44.214
16020,63.185,54.613,25.044,61.847,21.528,40.133,37.606,47.652,47.698,41.646,17.836,50.0,0.25084,3673.9,4459.7,9.3706,26.921,42.533,2695.2,75.118,120.43,0.32986,80.131,49.832,2623.1,25.127,50.483,3094.7,23.082,65.83,232.64,339.19,94.673,77.063,32.456,8.7766,26.152,6.9171,19.117,1.6803,32.505,13.746,23.802,1.2817,18.982,2.2965,4.9188,2.3728,0.010465,0.85896,0.10508,53.551,44.214
16200,63.74,54.066,24.875,61.429,21.518,39.979,31.197,46.046,47.878,39.817,18.521,50.0,0.25256,3641.7,4505.4,9.3174,27.453,42.106,2693.1,75.566,120.37,0.33112,80.055,47.654,2621.5,26.092,49.789,3094.4,22.803,65.815,231.14,338.56,94.639,76.923,32.456,8.7766,26.152,6.9171,19.117,1.6803,32.505,13.746,23.802,1.2817,18.982,2.2965,4.9188,2.3728,0.010465,0.85896,0.10508,53.551,44.214
16380,63.418,53.177,22.109,61.076,21.422,39.053,41.607,45.646,48.429,41.552,17.596,50.0,0.22196,3627.8,4520.7,9.2674,26.75,42.373,2693.7,76.004,120.4,0.32944,80.254,51.192,2622.8,24.491,49.616,3092.5,23.181,65.802,231.17,338.89,94.684,77.388,31.982,8.779,26.122,6.9667,18.812,1.6557,33.235,13.996,23.55,1.3565,18.824,2.2949,4.7215,2.3327,0.011267,0.84909,0.094809,55.028,44.037
16560,62.553,53.426,21.93,58.859,21.507,39.172,38.918,44.661,48.555,40.661,15.414,50.0,0.22379,3678.1,4499.9,9.3744,26.937,41.781,2694.0,74.987,120.37,0.32846,80.381,50.278,2622.6,24.582,49.191,3092.7,24.105,65.889,232.69,338.54,94.751,77.111,31.982,8.779,26.122,6.9667,18.812,1.6557,33.235,13.996,23.55,1.3565,18.824,2.2949,4.7215,2.3327,0.011267,0.84909,0.094809,55.028,44.037
16740,62.58,54.173,26.375,60.704,20.876,42.455,37.112,47.901,48.604,41.209,18.648,50.0,0.26974,3648.0,4497.4,9.3006,26.732,42.316,2691.9,75.966,120.4,0.35679,80.276,49.664,2618.9,25.114,50.591,3093.2,22.743,65.932,235.05,337.31,94.659,77.174,32.161,8.8926,25.717,6.9469,19.178,1.6574,32.489,13.755,24.212,1.3593,18.918,2.2864,4.8653,2.3688,0.011267,0.84909,0.094809,55.028,44.037
16920,62.581,54.22,26.337,61.562,21.278,42.165,35.9,50.051,48.816,40.278,21.904,50.0,0.27012,3647.9,4493.5,9.238,26.968,42.192,2691.1,75.026,120.36,0.35917,80.136,49.253,2618.8,26.663,51.52,3091.4,21.387,65.925,235.61,338.11,94.925,76.987,32.161,8.8926,25.717,6.9469,19.178,1.6574,32.489,13.755,24.212,1.3593,18.918,2.2864,4.8653,2.3688,0.011267,0.84909,0.094809,55.028,44.037
17100,62.701,53.485,24.967,61.696,21.262,39.636,36.896,49.619,49.182,40.268,19.961,50.0,0.25169,3646.9,4476.7,9.276,27.246,42.132,2692.1,75.996,120.41,0.32782,80.247,49.591,2620.1,24.447,51.333,3092.5,22.198,65.932,234.42,338.25,94.658,77.292,31.589,8.8845,26.524,6.9578,19.179,1.6756,32.589,13.948,23.913,1.2435,18.873,2.2786,4.8024,2.306,0.011267,0.84909,0.094809,55.028,44.037
17280,62.576,53.663,24.723,61.797,21.566,39.534,37.271,44.307,49.048,40.705,17.387,50.0,0.25417,3654.2,4461.8,9.2828,26.871,42.396,2693.4,74.631,120.37,0.32866,80.331,49.718,2621.1,24.818,49.038,3092.6,23.289,65.974,236.36,338.3,94.917,77.006,31.589,8.8845,26.524,6.9578,19.179,1.6756,32.589,13.948,23.913,1.2435,18.873,2.2786,4.8024,2.306,0.0099775,0.8598,0.098964,54.048,42.971
17460,62.086,53.37,30.618,59.59,21.409,42.078,41.095,45.496,49.402,41.514,16.624,50.0,0.31143,3673.2,4480.6,9.3177,27.322,42.364,2692.7,74.683,120.42,0.35044,80.191,51.018,2620.7,25.65,49.551,3094.3,23.609,65.997,234.23,337.96,94.719,77.318,31.715,8.8318,26.084,6.7509,19.528,1.6636,32.428,13.937,24.058,1.2643,18.859,2.2465,4.8617,2.3377,0.0099775,0.8598,0.098964,54.048,42.971
17640,62.059,53.127,30.735,61.893,21.417,42.463,38.019,49.061,49.308,40.725,18.09,50.0,0.31024,3674.8,4500.9,9.4181,26.806,42.216,2696.3,75.231,120.38,0.34728,80.495,49.973,2624.9,26.771,51.092,3096.5,22.97,66.019,237.1,338.2,94.722,77.793,31.715,8.8318,26.084,6.7509,19.528,1.6636,32.428,13.937,24.058,1.2643,18.859,2.2465,4.8617,2.3377,0.0099775,0.8598,0.098964,54.048,42.971
17820,63.596,52.525,30.009,62.702,21.588,41.898,31.579,49.124,49.64,42.572,18.331,50.0,0.30437,3692.5,4471.5,9.4245,27.185,42.814,2699.3,75.352,120.47,0.35095,80.75,47.784,2627.7,23.842,51.119,3099.5,22.856,66.11,235.1,338.69,94.502,77.683,31.446,8.9431,26.252,7.0426,19.042,1.6632,32.429,13.704,24.01,1.2991,19.269,2.2647,4.9007,2.3702,0.0099775,0.8598,0.098964,54.048,42.971
18000,63.97,52.743,30.199,61.583,21.625,42.095,32.718,43.187,49.544,40.529,18.245,50.0,0.30244,3670.8,4453.3,9.2374,27.03,42.309,2697.5,74.74,120.39,0.34933,80.567,48.171,2625.2,23.709,48.554,3097.1,22.901,66.228,237.88,339.3,94.52,77.203,31.446,8.9431,26.252,7.0426,19.042,1.6632,32.429,13.704,24.01,1.2991,19.269,2.2647,4.9007,2.3702,0.0099775,0.8598,0.098964,54.048,42.971
18180,62.783,53.402,33.181,61.504,21.498,38.662,43.748,39.734,49.971,41.92,20.747,50.0,0.33693,3590.2,4490.8,9.3918,27.073,42.099,2696.2,74.868,120.42,0.32628,80.315,51.919,2623.9,24.028,47.062,3095.5,21.853,66.227,238.27,339.6,94.594,77.196,32.331,8.7901,26.123,7.026,19.421,1.6675,32.384,13.787,23.458,1.1186,19.175,2.2742,4.9833,2.3577,0.028238,0.87285,0.090868,53.146,43.394
18360,62.482,53.579,33.157,61.474,21.718,38.713,43.566,46.942,50.084,40.8,17.757,50.0,0.33718,3607.7,4476.0,9.462,27.198,42.532,2696.2,75.733,120.39,0.32586,80.109,51.857,2623.9,26.537,50.176,3094.7,23.124,66.165,240.27,340.2,94.78,77.143,32.331,8.7901,26.123,7.026,19.421,1.6675,32.384,13.787,23.458,1.1186,19.175,2.2742,4.9833,2.3577,0.028238,0.87285,0.090868,53.146,43.394
18540,62.233,53.076,24.87,61.172,21.953,39.87,42.313,44.513,50.315,40.576,19.983,50.0,0.25645,3622.4,4433.8,9.3624,26.899,42.394,2697.4,74.2,120.37,0.33367,80.161,51.432,2625.5,26.386,49.127,3094.0,22.178,66.127,240.96,340.52,94.747,77.486,31.967,8.7552,26.057,7.0458,19.181,1.6415,33.127,13.668,23.739,1.2032,19.061,2.2247,4.9213,2.3462,0.028238,0.87285,0.090868,53.146,43.394
18720,62.479,53.002,25.083,61.95,21.528,40.072,38.794,47.313,50.623,41.102,18.392,50.0,0.25429,3608.0,4440.0,9.3525,26.669,41.94,2697.7,75.698,120.41,0.33202,80.16,50.236,2625.8,25.761,50.337,3095.4,22.858,66.152,240.79,340.45,94.82,77.194,31.967,8.7552,26.057,7.0458,19.181,1.6415,33.127,13.668,23.739,1.2032,19.061,2.2247,4.9213,2.3462,0.028238,0.87285,0.090868,53.146,43.394
18900,62.096,53.219,28.91,62.574,22.019,38.153,41.699,48.765,50.733,40.513,16.836,50.0,0.28655,3611.7,4463.7,9.3559,26.978,42.452,2701.1,75.269,120.39,0.32047,80.208,51.223,2629.4,23.913,50.964,3097.6,23.508,66.14,242.83,341.25,94.743,77.367,31.925,8.9032,26.063,6.7971,19.395,1.691,32.763,13.925,23.852,1.2861,19.183,2.2801,4.8538,2.3615,0.028238,0.87285,0.090868,53.146,43.394
19080,62.197,53.613,28.843,63.345,22.089,38.032,41.928,42.794,51.452,41.236,17.238,50.0,0.28723,3605.9,4430.9,9.3497,26.75,42.232,2703.4,73.896,120.4,0.32146,80.28,51.301,2632.8,25.912,48.384,3100.8,23.329,66.192,242.34,341.54,94.669,77.48,31.925,8.9032,26.063,6.7971,19.395,1.691,32.763,13.925,23.852,1.2861,19.183,2.2801,4.8538,2.3615,0.012315,0.85032,0.093305,53.836,43.439
19260,63.152,52.861,29.213,60.646,22.555,41.33,33.427,49.703,51.854,41.333,16.888,50.0,0.29664,3675.0,4442.5,9.5049,26.78,42.335,2707.3,74.364,120.4,0.35052,80.482,48.412,2637.3,22.927,51.369,3103.1,23.455,66.278,242.93,342.45,94.631,77.819,32.437,8.9396,26.07,6.9104,18.712,1.7056,33.625,13.756,22.863,1.2097,18.855,2.269,4.8223,2.3696,0.012315,0.85032,0.093305,53.836,43.439
19440,62.791,53.063,29.197,62.097,22.326,41.745,37.638,47.772,51.919,41.563,16.005,50.0,0.29681,3696.0,4425.6,9.4119,26.664,42.333,2707.6,74.917,120.42,0.34712,80.515,49.843,2637.1,23.945,50.535,3104.0,23.82,66.404,247.2,342.32,94.448,77.665,32.437,8.9396,26.07,6.9104,18.712,1.7056,33.625,13.756,22.863,1.2097,18.855,2.269,4.8223,2.3696,0.012315,0.85032,0.093305,53.836,43.439
19620,62.742,53.661,24.306,62.816,22.459,39.075,37.292,44.704,52.407,42.099,20.894,50.0,0.2476,3642.6,4511.8,9.4713,27.082,42.695,2705.9,75.215,120.42,0.33217,80.308,49.725,2634.4,23.798,49.209,3101.8,21.768,66.464,246.73,342.46,94.521,77.295,32.273,8.9487,26.149,6.7767,19.287,1.6948,32.978,13.738,23.88,1.1508,18.74,2.2739,4.8757,2.3145,0.012315,0.85032,0.093305,53.836,43.439
19800,62.284,53.892,24.099,59.23,22.334,39.207,42.48,46.544,52.664,40.346,17.808,50.0,0.24971,3669.2,4492.5,9.3894,26.72,42.7,2702.1,74.39,120.36,0.33109,79.768,51.489,2631.4,25.196,50.004,3099.3,23.1,66.392,248.92,343.15,94.539,76.789,32.273,8.9487,26.149,6.7767,19.287,1.6948,32.978,13.738,23.88,1.1508,18.74,2.2739,4.8757,2.3145,0.012315,0.85032,0.093305,53.836,43.439
19980,62.668,53.15,25.52,63.965,22.687,38.996,40.923,48.04,52.603,41.951,19.428,50.0,0.26354,3717.2,4433.5,9.3584,26.308,42.505,2704.5,74.448,120.41,0.32797,79.801,50.959,2633.7,25.08,50.651,3098.2,22.412,66.307,248.77,343.56,94.584,77.152,32.576,8.8343,26.335,6.9507,18.72,1.6358,33.248,13.805,23.843,1.2787,18.458,2.2975,4.9099,2.2817,0.020075,0.82659,0.092988,53.216,43.786
20160,63.444,53.262,25.589,63.517,22.706,38.708,44.817,42.794,52.664,40.83,14.748,50.0,0.26284,3672.1,4424.1,9.2985,27.087,42.543,2703.9,75.153,120.38,0.33033,79.765,52.282,2632.7,25.255,48.384,3099.7,24.389,66.291,250.61,343.44,94.469,77.156,32.576,8.8343,26.335,6.9507,18.72,1.6358,33.248,13.805,23.843,1.2787,18.458,2.2975,4.9099,2.2817,0.020075,0.82659,0.092988,53.216,43.786
